2024-09-05 14:13:21,345 [main] INFO  org.springframework.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@29f3ea39, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@18eb6ea3, org.springframework.security.web.context.SecurityContextHolderFilter@344eaf7e, org.springframework.security.web.header.HeaderWriterFilter@3e455d01, org.springframework.web.filter.CorsFilter@4795876e, org.springframework.security.web.authentication.logout.LogoutFilter@3747877, com.example.fitnessapp.security.AuthorizationFilter@76c86567, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@f8b6743, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4f67d628, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@19740583, org.springframework.security.web.session.SessionManagementFilter@3446ab40, org.springframework.security.web.access.ExceptionTranslationFilter@18a9e8db, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@47897093]
2024-09-05 14:13:21,791 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-09-05 14:13:21,820 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2024-09-05 14:13:21,845 [main] INFO  com.example.fitnessapp.FitnessAppApplication - Started FitnessAppApplication in 9.29 seconds (process running for 25.968)
2024-09-05 14:14:49,728 [http-nio-8080-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-09-05 14:14:49,729 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-09-05 14:14:49,732 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2024-09-05 14:15:47,158 [http-nio-8080-exec-5] INFO  com.example.fitnessapp.services.impl.AuthServiceImpl - User 16 login.
2024-09-05 14:19:35,173 [http-nio-8080-exec-10] INFO  com.example.fitnessapp.services.impl.UserHasProgramServiceImpl - Find all UserHasPrograms by user 16
2024-09-05 14:27:04,230 [http-nio-8080-exec-3] INFO  com.example.fitnessapp.services.impl.UserHasProgramServiceImpl - Find all UserHasPrograms by user 16
2024-09-05 15:16:51,411 [http-nio-8080-exec-5] INFO  com.example.fitnessapp.services.impl.AuthServiceImpl - User 8 login.
2024-09-05 15:17:26,668 [http-nio-8080-exec-5] INFO  com.example.fitnessapp.services.impl.UserHasProgramServiceImpl - Find all UserHasPrograms by user 8
2024-09-05 15:18:11,056 [http-nio-8080-exec-10] INFO  com.example.fitnessapp.services.impl.UserHasProgramServiceImpl - UserHasProgram 7 insert by user 8
2024-09-05 15:18:27,206 [http-nio-8080-exec-4] INFO  com.example.fitnessapp.services.impl.UserHasProgramServiceImpl - Find all UserHasPrograms by user 8
2024-09-05 15:18:57,280 [http-nio-8080-exec-7] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 8
2024-09-05 15:19:33,072 [http-nio-8080-exec-8] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Activity tracker 8 insert by user 8
2024-09-05 15:19:33,198 [http-nio-8080-exec-9] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 8
2024-09-05 15:19:40,149 [http-nio-8080-exec-10] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 8
2024-09-05 15:21:10,671 [http-nio-8080-exec-9] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 8
2024-09-05 15:21:29,189 [http-nio-8080-exec-7] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 8
2024-09-05 15:22:30,668 [http-nio-8080-exec-9] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 8
2024-09-05 15:25:53,675 [http-nio-8080-exec-10] INFO  com.example.fitnessapp.services.impl.AuthServiceImpl - User 16 login.
2024-09-05 15:26:00,762 [http-nio-8080-exec-4] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:26:48,158 [http-nio-8080-exec-7] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:27:16,174 [http-nio-8080-exec-9] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:27:18,874 [http-nio-8080-exec-10] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:27:31,995 [http-nio-8080-exec-6] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:27:47,934 [http-nio-8080-exec-7] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:29:14,253 [http-nio-8080-exec-5] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:29:27,281 [http-nio-8080-exec-1] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:29:47,457 [http-nio-8080-exec-10] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:30:20,981 [http-nio-8080-exec-4] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:31:46,420 [http-nio-8080-exec-3] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:32:10,076 [http-nio-8080-exec-6] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Find all activity trackers by user 16
2024-09-05 15:33:44,109 [http-nio-8080-exec-1] INFO  com.example.fitnessapp.services.impl.ActivityTrackerServiceImpl - Activity tracker 16 insert by user 16
